Account name,Customer ID,Month,Currency code,Clicks,Impr.,CTR,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate,Search impr. share,Search lost IS (budget)
YEGPropertyPros.com,169-389-0899,May-24,USD,"3,612","28,990",12.46%,0.42,1499.74,431,3.48,11.93%,< 10%,8.86%
YEGPropertySearch.com / BuyDesignEdmonton.ca,868-993-4645,May-24,USD,558,"5,104",10.93%,0.54,299,58,5.16,10.39%,< 10%,6.45%
Yellowknife-RealEstate.com,690-912-8370,May-24,CAD,315,"2,111",14.92%,0.48,149.73,24,6.24,7.62%,23.16%,16.33%
YorkCountyHomesFinder.com,229-076-4899,May-24,USD,"1,289","18,215",7.08%,0.78,1001.03,140,7.15,10.86%,10.37%,10.97%
YourEdmontonRealEstate.ca,627-733-7109,May-24,CAD,614,"9,567",6.42%,0.98,598.74,71,8.43,11.56%,< 10%,12.88%
YourHomeRadar.com,349-475-7893,May-24,USD,718,"13,812",5.20%,1.04,749.66,82,9.14,11.42%,< 10%,6.34%
YourKeysMD.com,645-482-8978,May-24,USD,561,"8,298",6.76%,1.37,771.13,61,12.64,10.87%,20.95%,13.08%
YourServiceRealty.com / YourJaxAgent.com,373-077-6688,May-24,USD,841,"9,304",9.04%,1.78,1499.92,64,23.44,7.61%,< 10%,10.92%
ZoomUTAH.com / UtahRize.com,734-682-3258,May-24,USD,465,"2,623",17.73%,1.08,499.91,50,10,10.75%,< 10%,5.03%
ZRealEstate.com,163-774-8531,May-24,USD,376,"2,172",17.31%,1.59,596.22,45,13.25,11.97%,22.29%,11.75%
207Prime.com,795-116-0021,Jun-24,USD,809,"5,826",13.89%,1.23,997.5,60,16.63,7.42%,10.66%,12.01%
386RealEstate.com,252-922-7156,Jun-24,USD,"2,036","11,154",18.25%,0.74,1499.8,167,8.98,8.20%,15.07%,9.67%
85086RealEstate.com,650-521-0360,Jun-24,USD,464,"6,740",6.88%,1.08,499.99,46,10.87,9.91%,< 10%,11.40%
877CallNick.com,187-634-1182,Jun-24,USD,247,"4,928",5.01%,1.01,250.13,25,10.01,10.12%,12.48%,10.48%
901HomeSales.com (DO NOT USE),612-363-9948,Jun-24,USD,386,"4,103",9.41%,0.91,350.49,40,8.76,10.36%,< 10%,11.30%
97Park.com,684-668-1739,Jun-24,USD,291,"2,509",11.60%,1.55,449.89,28,16.07,9.62%,< 10%,7.94%
AbeAlhakim.com,827-453-9072,Jun-24,CAD,846,"7,332",11.54%,0.47,394.79,55,7.18,6.50%,< 10%,24.72%
ActivSellsAZ.com,754-094-1280,Jun-24,USD,400,"4,388",9.12%,1.5,599.53,24,24.98,6.00%,< 10%,11.31%
AffinityRealEstate.ca,389-282-3346,Jun-24,USD,"2,077","17,373",11.96%,0.96,1999.66,159,12.58,7.66%,< 10%,9.08%
AlbanyPrimeProperties.com,566-164-3744,Jun-24,USD,161,"10,577",1.52%,0.62,99.95,16,6.25,9.94%,< 10%,13.00%
AlchemyRealEstate.com,589-758-0601,Jun-24,USD,851,"11,893",7.16%,1.41,1199.88,56,21.43,6.58%,< 10%,12.88%
"AlexCowie.com (DP, CAD)",751-246-9019,Jun-24,CAD,546,"3,703",14.74%,1.59,868.53,45,19.3,8.24%,< 10%,14.77%
AlfredRobbins.com,872-530-0013,Jun-24,USD,"2,492","10,899",22.86%,1.98,4926.03,244,20.19,9.79%,< 10%,6.00%
AliciaAndCompany.com,483-306-2466,Jun-24,USD,241,"1,666",14.47%,1.24,299.22,30,9.97,12.45%,< 10%,8.07%
AllAzHouses.com,183-208-0476,Jun-24,USD,173,"1,248",13.86%,1.44,248.4,25,9.94,14.45%,< 10%,15.97%
AllenRealProperties.com,323-377-6915,Jun-24,USD,196,"1,452",13.50%,1.17,230.22,34,6.77,17.35%,< 10%,14.83%
AMWre.com,944-314-6282,Jun-24,USD,325,"3,157",10.29%,1.54,500.06,30,16.67,9.23%,< 10%,9.76%
AmysGuarantee.com / StarkSummitHomes.com,702-836-8901,Jun-24,USD,221,"7,826",2.82%,1.13,249.88,17,14.7,7.69%,< 10%,10.71%
AmySold.com,522-613-9244,Jun-24,USD,731,"9,636",7.59%,1.03,749.71,77,9.74,10.53%,< 10%,5.71%
AndrewFinneyTeam.com,485-263-2913,Jun-24,USD,741,"12,656",5.85%,1.35,999.35,56,17.85,7.56%,< 10%,11.92%
AnthonyGucciardo.com,606-304-0346,Jun-24,USD,369,"9,699",3.80%,1.35,499.17,34,14.68,9.21%,< 10%,9.33%
ARRTNashville.com,622-419-2296,Jun-24,USD,154,"2,173",7.09%,1.01,156.15,12,13.01,7.79%,< 10%,9.73%
ArrtofRealEstate.com,369-508-1078,Jun-24,USD,606,"8,677",6.98%,1.24,751.21,51,14.73,8.42%,< 10%,15.13%
AscendRealty.net / FrybargerHomes.com,995-081-6209,Jun-24,USD,408,"7,212",5.66%,1.23,500.05,36,13.89,8.82%,< 10%,14.25%
AtHomeInYuma.com,904-173-9670,Jun-24,USD,"1,182","19,213",6.15%,1.27,1499.93,114,13.16,9.64%,21.83%,8.84%
AtlantaHomesToday.com,634-143-8850,Jun-24,USD,732,"12,824",5.71%,1.37,1000.6,72,13.9,9.84%,< 10%,7.19%
AtlantaHomewise.com,409-646-4913,Jun-24,USD,143,"1,533",9.33%,1.05,149.87,16,9.37,11.19%,< 10%,10.78%
AtlantaLuxuryHomes.com,940-625-8394,Jun-24,USD,767,"7,551",10.16%,1.15,879.31,83,10.59,10.82%,< 10%,10.82%
AudreyandAniHomes.com / ATeamIntero.com,478-711-3790,Jun-24,USD,472,"2,752",17.15%,1.66,782.41,32,24.45,6.78%,< 10%,13.12%
Ave-Properties.com,720-066-4160,Jun-24,USD,537,"5,328",10.08%,1.49,799.51,62,12.9,11.55%,< 10%,10.97%
Aweighrealestatevb.com / AweighRealEstate.com,860-605-8494,Jun-24,USD,807,"7,701",10.48%,1.28,1030.07,63,16.35,7.81%,< 10%,9.34%
Barker Hedges Group,462-376-3560,Jun-24,USD,710,"6,107",11.63%,1.41,1000.25,112,8.93,15.77%,17.91%,8.85%
BarrieAreaHomeSearcher.com,810-083-2054,Jun-24,CAD,"1,040","8,991",11.57%,0.58,599.62,63,9.52,6.06%,11.88%,7.74%
BeachLoopRealty.com,369-337-0391,Jun-24,USD,383,"2,522",15.19%,0.78,299.44,42,7.13,10.97%,15.05%,9.57%
BeachResortRealEstate.com,571-482-6870,Jun-24,USD,702,"4,129",17.00%,0.71,500.08,96,5.21,13.68%,16.55%,15.22%
BeckyGarcia.com,971-857-2745,Jun-24,USD,"1,350","14,063",9.60%,1.48,2000.02,97,20.62,7.19%,< 10%,7.65%
BellinghamListings.com,960-360-2164,Jun-24,USD,"1,435","21,031",6.82%,1.18,1699.64,128,13.28,8.92%,< 10%,12.80%
BestHomesOrangeCounty.com,612-811-1127,Jun-24,USD,415,"4,505",9.21%,1.2,500.01,27,18.52,6.51%,< 10%,15.77%
BestSoCalHomeFinder.com,780-286-4446,Jun-24,USD,945,"12,585",7.51%,1.06,999.84,97,10.31,10.26%,< 10%,9.55%
BethHowardHomes.com / BethHoward.com,732-092-3342,Jun-24,USD,235,"3,593",6.54%,1.07,250.86,29,8.65,12.34%,< 10%,15.64%
BlueChipNashville.com,573-734-9498,Jun-24,USD,374,"3,895",9.60%,1.34,500.08,21,23.81,5.61%,< 10%,19.92%
BlueSkyRealtyPartners.com / East-Tenn.com,317-830-5752,Jun-24,USD,816,"7,236",11.28%,1.23,1000.16,81,12.35,9.93%,< 10%,9.63%
BocaRatonAreaHomesForSale.com,957-207-9993,Jun-24,USD,662,"7,106",9.32%,1.21,799.5,63,12.69,9.52%,< 10%,11.74%
BozemanBigSkyHomes.com,446-607-6560,Jun-24,USD,277,"7,896",3.51%,0.9,249.69,16,15.61,5.78%,< 10%,13.27%
BradfordUdouj.com,346-518-9072,Jun-24,USD,226,"7,417",3.05%,0.89,201.49,11,18.32,4.87%,18.30%,15.79%
BrendaAllenGroup.com,672-653-0649,Jun-24,USD,188,"2,280",8.25%,1.33,249.88,15,16.66,7.98%,< 10%,18.80%
BrentwoodAndFranklinRealEstate.com,260-507-1468,Jun-24,USD,545,"8,684",6.28%,0.84,460.17,40,11.5,7.34%,< 10%,15.03%
Brightcityrealestate.com / BrightCityGroup.com,990-698-2974,Jun-24,USD,150,739,20.30%,1.66,249.31,15,16.62,10.00%,< 10%,9.55%
BritenTeam.com,813-107-2850,Jun-24,USD,322,"3,969",8.11%,0.93,299.41,26,11.52,8.07%,< 10%,11.20%
BryceSchumacher.com,958-069-1841,Jun-24,USD,454,"3,810",11.92%,1.97,893.49,32,27.92,7.05%,12.13%,9.04%
BucksProperties.com,802-865-9248,Jun-24,USD,280,"1,438",19.47%,1.08,303.57,34,8.93,12.14%,10.52%,13.61%
BuddyBlake.com / WilmingtonHomeBuyer.com,793-641-1931,Jun-24,USD,761,"10,643",7.15%,1.31,999.83,90,11.11,11.83%,< 10%,13.24%
BurlingtonHamiltonRealEstate.ca,696-988-4835,Jun-24,CAD,"2,137","17,781",12.02%,0.7,1499.91,123,12.19,5.76%,10.33%,6.28%
BuyAndSellSouthFlorida.com,808-447-3390,Jun-24,USD,357,"1,993",17.91%,1.12,399.99,32,12.5,8.96%,< 10%,13.76%
BuyingInBarrie.ca,774-519-3670,Jun-24,CAD,848,"7,317",11.59%,0.59,500.08,62.5,8,7.37%,< 10%,11.43%
BuyLakewoodRanch.com,302-017-9344,Jun-24,USD,"1,018","12,170",8.36%,1.47,1499.93,65,23.08,6.39%,< 10%,8.19%
BuyLasCruces.com,427-241-9707,Jun-24,USD,396,"10,514",3.77%,1.26,500.07,38,13.16,9.60%,15.31%,14.13%
BuyNovaRealEstate.com,521-072-2403,Jun-24,USD,331,"2,598",12.74%,1.51,500.17,27,18.52,8.16%,< 10%,14.32%
BuyOrSellLA.com,631-410-5056,Jun-24,USD,507,"6,952",7.29%,0.98,498.93,54,9.24,10.65%,< 10%,10.21%
BuyRealEstateInVegas.com,317-215-3274,Jun-24,USD,178,"3,567",4.99%,1.52,270.16,14,19.3,7.87%,< 10%,14.31%
BuySellHomesManhattanKS.com,639-598-4829,Jun-24,USD,274,"6,188",4.43%,1.09,299.59,28,10.7,10.22%,12.19%,14.52%
BuyWithLuker.com,618-439-0690,Jun-24,USD,273,"1,987",13.74%,1.83,500.08,29,17.24,10.62%,< 10%,13.18%
BuyYegHomes.com,317-426-6974,Jun-24,USD,"3,937","39,028",10.09%,0.49,1940.28,343,5.66,8.71%,10.76%,9.02%
C21NE.com,586-433-8178,Jun-24,USD,543,"13,909",3.90%,0.92,500.08,34,14.71,6.26%,< 10%,13.03%
CainRealtyGroup.com / TheCainTeam.com / CainSellsAustin.com,179-775-4570,Jun-24,USD,514,"3,651",14.08%,2.92,1499.97,45,33.33,8.75%,13.18%,14.20%
CalgaryCityHomes.com,575-804-8029,Jun-24,CAD,378,"2,968",12.74%,0.66,249.74,34,7.35,8.99%,12.62%,9.77%
CalgaryCityListings.com,701-067-9391,Jun-24,CAD,373,"4,415",8.45%,0.67,249.88,35,7.14,9.38%,< 10%,12.72%
CalgaryHomeAndCondo.com,383-731-4443,Jun-24,CAD,346,"2,349",14.73%,1.01,349.79,36,9.72,10.40%,< 10%,7.74%
CalgaryHouseFinder.ca,719-541-6778,Jun-24,CAD,"15,108","118,168",12.79%,0.77,11588.17,"1,324.00",8.75,8.76%,18.15%,7.70%
CalgaryListings.com,891-947-8637,Jun-24,USD,"1,178","16,105",7.31%,0.42,500.42,136,3.68,11.54%,< 10%,10.22%
CalgaryLuxuryRealEstate.com,380-204-2627,Jun-24,CAD,530,"3,731",14.21%,0.93,493.4,31,15.92,5.85%,< 10%,64.17%
CaliforniaDeltaRealEstate.com / PhilippeTourvilleTeam.Com,728-422-3711,Jun-24,USD,836,"12,672",6.60%,1.2,999.6,68,14.7,8.13%,11.67%,7.17%
CallisonGroupIdaho.com,103-026-1625,Jun-24,USD,"1,295","15,390",8.41%,1.93,2499.64,84,29.76,6.49%,< 10%,8.67%
CanmoreABHomes.com,904-489-1564,Jun-24,CAD,299,"1,556",19.22%,0.83,246.7,21,11.75,7.02%,28.90%,36.08%
CapsHomesNWI.com,102-988-8823,Jun-24,USD,572,"18,450",3.10%,1.75,999.66,59,16.94,10.31%,< 10%,10.96%
CapToCoastNC.com,452-812-5821,Jun-24,USD,"1,468","37,932",3.87%,1.02,1500.07,124,12.1,8.45%,< 10%,9.04%
CarolinaHomeHub.com,347-567-6447,Jun-24,USD,"4,590","51,216",8.96%,1.4,6416.41,521,12.32,11.35%,13.45%,12.55%
CasalsRealtors.com,459-436-6693,Jun-24,USD,611,"3,082",19.82%,1.84,1124.77,59,19.06,9.66%,10.46%,6.74%
CassieSpearsTeam.com,111-228-4201,Jun-24,USD,434,"2,253",19.26%,1.15,500.01,48,10.42,11.06%,< 10%,8.82%
CastleTeam.com,596-322-5343,Jun-24,USD,309,"2,863",10.79%,1.62,500.83,27,18.55,8.74%,13.28%,23.48%
CentralFloridaHomeNavigator.com / OrlandoHomeNavigator.com,165-348-0376,Jun-24,USD,584,"4,555",12.82%,1.01,591.17,56,10.56,9.59%,11.13%,11.18%
CentralTexasHomes.co,679-046-3776,Jun-24,USD,507,"4,121",12.30%,0.99,499.97,63,7.94,12.43%,< 10%,12.38%
Century21ActionPlusRealty.com,243-543-3539,Jun-24,USD,"2,413","43,887",5.50%,1.45,3499.34,197,17.76,8.16%,25.33%,6.69%
Century21IntegraTexas.com (DO NOT USE),927-958-1399,Jun-24,USD,"1,111","20,248",5.49%,0.9,1000.07,95,10.53,8.55%,< 10%,10.79%
ChadAndSandy.com / TheNeumannTeam.com,680-632-8146,Jun-24,USD,"1,933","13,292",14.54%,1.76,3407.51,190,17.93,9.83%,< 10%,14.53%
Chain-Realty.com / IndyChainRealty.com / ChainRealtyGroup.com,543-333-3497,Jun-24,USD,"2,358","27,754",8.50%,1.29,3031.38,223,13.59,9.46%,< 10%,7.33%
ChanceCaseyGroup.com,463-657-7195,Jun-24,USD,"1,816","30,446",5.96%,1.74,3157.35,142,22.23,7.82%,< 10%,7.75%
CharlestonAreaHomes.com / SearchMountPleasantHomes.com,966-393-3239,Jun-24,USD,"1,433","6,494",22.07%,1.9,2726.76,149,18.3,10.40%,11.44%,10.57%
CharlieButlerTeam.com,207-522-4521,Jun-24,USD,509,"17,282",2.95%,0.98,500.08,35,14.29,6.88%,10.44%,8.20%
ChicagosPropertyShop.com,608-072-8005,Jun-24,USD,"2,916","29,880",9.76%,1.82,5312.16,218,24.37,7.48%,23.52%,8.72%
ChristiHillTeam.com,992-438-0950,Jun-24,USD,993,"12,548",7.91%,1.01,999.85,84,11.9,8.46%,< 10%,5.82%
CincyHomeFinders.com,190-710-7366,Jun-24,USD,652,"6,839",9.53%,1.38,899.67,54,16.66,8.28%,19.59%,6.21%
CityAndFieldHomes.com / JoeWrightRealEstate.com,852-720-5091,Jun-24,USD,856,"12,219",7.01%,1.17,997.88,98,10.18,11.45%,11.88%,15.09%
CityNest.ca,924-586-2749,Jun-24,CAD,636,"3,757",16.93%,0.87,551.68,42,13.14,6.60%,< 10%,14.25%
CitySpacesDFW.com,728-686-2021,Jun-24,USD,308,"3,508",8.78%,0.81,249.6,36,6.93,11.69%,< 10%,6.45%
ClearViewEP.com,706-970-8315,Jun-24,USD,571,"6,927",8.24%,2.45,1399.63,69,20.28,12.08%,< 10%,12.17%
Click-RealEstate.com,334-095-4976,Jun-24,USD,153,"1,489",10.28%,1.51,230.28,11,20.93,7.19%,12.61%,17.56%
CoastalLifeDelmarva.com,936-913-5707,Jun-24,USD,657,"11,055",5.94%,0.61,399.76,75,5.33,11.42%,< 10%,14.97%
CoastalNeighborhoods.com,533-492-7499,Jun-24,USD,"1,105","28,433",3.89%,0.9,999.8,81,12.34,7.33%,< 10%,9.84%
CoastHomeNC.com,921-810-0676,Jun-24,USD,383,"1,953",19.61%,0.65,249.72,52,4.8,13.58%,10.36%,12.93%
CoastHomesMS.com,394-624-8780,Jun-24,USD,"1,250","16,035",7.80%,0.88,1099.86,165,6.67,13.20%,13.93%,5.42%
ColdwellBankerNEPA.com,300-061-7049,Jun-24,USD,689,"35,061",1.97%,0.73,499.91,46,10.87,6.68%,< 10%,10.78%
ColoradoDreamHouse.com,454-837-8196,Jun-24,USD,221,"1,891",11.69%,1.54,340.53,15,22.7,6.79%,14.30%,13.57%
ColoradoNewRealEstate.com,129-834-6176,Jun-24,USD,371,"3,058",12.13%,1.35,500.55,25,20.02,6.74%,13.64%,15.01%
CondosAndHomesOceanCity.com,362-174-4074,Jun-24,USD,"1,288","7,770",16.58%,0.78,999.69,143,6.99,11.10%,11.45%,11.62%
CorrieLuxuryHomes.com,953-860-1390,Jun-24,USD,360,"3,550",10.14%,1.67,599.76,19,31.57,5.28%,17.15%,7.83%
CraigRosenfeld.com,817-814-1348,Jun-24,USD,340,"1,671",20.35%,1.47,500.07,32,15.63,9.41%,< 10%,9.02%
CrawfordWillisGroup.com,362-213-4248,Jun-24,USD,421,"5,312",7.93%,1.19,499.56,43,11.62,10.21%,< 10%,16.48%
Criterion-RealEstate.com,275-354-3354,Jun-24,USD,303,"1,997",15.17%,1.67,505.2,18,28.07,5.94%,15.63%,10.85%
CSpringsLiving.com,825-653-6166,Jun-24,USD,209,"1,724",12.12%,1.19,248.3,20,12.42,9.57%,< 10%,13.94%
CurranGrp.com,495-452-1600,Jun-24,USD,333,"8,328",4.00%,1.5,498.95,20,24.95,6.01%,< 10%,11.95%
DallasHomesFinder.com,818-675-0092,Jun-24,USD,237,"1,853",12.79%,1.26,299.54,23,13.02,9.70%,< 10%,15.48%
DanielMedina.ca,796-254-7937,Jun-24,CAD,910,"6,541",13.91%,0.52,473.17,65,7.28,7.14%,< 10%,11.28%
DavidGarciaTeam.com (new),793-943-7946,Jun-24,USD,626,"10,229",6.12%,0.96,599.64,55,10.9,8.79%,< 10%,10.35%
DawkinsResidential.com,740-131-9243,Jun-24,USD,383,"2,917",13.13%,1.44,549.75,44,12.49,11.49%,< 10%,9.75%
DawnWalton.com,187-130-5472,Jun-24,USD,"1,040","7,329",14.19%,0.96,1001.74,63,15.9,6.06%,18.07%,21.51%
DenovoRealty.com,290-722-3846,Jun-24,USD,"1,513","9,036",16.74%,1.65,2500.08,156,16.03,10.31%,21.25%,7.42%
DesilvaRealtyGroup.com,545-909-7146,Jun-24,USD,332,"3,576",9.28%,1.16,385.76,24,16.07,7.23%,< 10%,16.64%
DianaFalter.com,782-005-8294,Jun-24,USD,267,"1,609",16.59%,1.12,300.04,31,9.68,11.61%,< 10%,9.41%
DillonBradshaw.com,442-651-5919,Jun-24,USD,"1,102","31,018",3.55%,1.18,1295.59,94,13.78,8.53%,10.24%,8.02%
DiscoverElPasoHomes.com,412-744-1921,Jun-24,USD,79,884,8.94%,6.35,501.78,13,38.6,16.46%,41.22%,23.10%
DixonRealtyTeam.com,320-470-3091,Jun-24,USD,265,"2,597",10.20%,0.94,250.37,28,8.94,10.57%,< 10%,7.06%
DomicileRE.com,455-853-3035,Jun-24,USD,397,"2,698",14.71%,1.01,399.12,44,9.07,11.08%,< 10%,13.63%
Doorbeehomes.com / CMFLHomesGroup.com,684-297-5747,Jun-24,USD,"1,221","10,125",12.06%,0.82,999.68,136,7.35,11.14%,< 10%,6.46%
DulayHomes.com,587-975-1192,Jun-24,USD,364,"4,620",7.88%,1.37,500.07,20,25,5.49%,< 10%,9.51%
EastCoastFloridaRealEstate.com  / FLTreasureCoastHomes.com,665-271-4249,Jun-24,USD,795,"7,120",11.17%,1.63,1292.7,65,19.89,8.18%,< 10%,11.16%
Edmonton-Real-Estate.com,203-847-8643,Jun-24,USD,365,"2,458",14.85%,0.8,290.8,29,10.03,7.95%,15.74%,68.40%
EdmontonRealEstatePro.ca,309-981-3945,Jun-24,USD,"4,837","41,043",11.79%,0.41,1999.99,410.75,4.87,8.49%,10.04%,8.64%
Effective.RealEstate,446-977-2529,Jun-24,USD,949,"5,068",18.73%,1.05,999.83,144,6.94,15.17%,10.42%,8.82%
ElamRE.com,895-822-5225,Jun-24,USD,"2,063","27,576",7.48%,1.6,3292.03,151,21.8,7.00%,< 10%,7.67%
EliteFlorida.com,675-079-7609,Jun-24,USD,247,"1,629",15.16%,0.96,237.7,23,10.33,9.31%,< 10%,9.35%
Elko-Homes.com,398-386-7782,Jun-24,USD,599,"6,945",8.62%,1.67,1000.9,48,20.85,8.01%,42.74%,7.64%
EmilySellsGreenvilleNC.com / EmilyMcAllister.com,893-542-0498,Jun-24,USD,719,"18,879",3.81%,1.04,749.95,74,10.13,10.29%,15.83%,5.40%
EnvisionVAHome.com,873-345-9337,Jun-24,USD,637,"4,330",14.71%,1.57,999.82,52,19.23,8.16%,13.52%,9.61%
EricKucharik.com,646-173-9239,Jun-24,USD,561,"4,854",11.56%,1.33,748.49,45,16.63,8.02%,< 10%,15.62%
EvansvilleRealEstateSearch.com,542-030-5539,Jun-24,USD,196,"2,337",8.39%,1.78,349.28,23,15.19,11.73%,< 10%,21.91%
ExperiencePGH.com,476-139-2256,Jun-24,USD,229,"8,766",2.61%,1.14,260.5,15,17.37,6.55%,10.36%,19.04%
ExpertHomeAdvisors.com,930-614-2427,Jun-24,USD,"4,465","31,382",14.23%,1.46,6539.9,438,14.93,9.81%,< 10%,8.74%
ExploreEdmontonRealEstate.com,811-974-4333,Jun-24,USD,"1,210","12,137",9.97%,0.5,599.77,102,5.88,8.43%,< 10%,9.25%
ExploreMDHomes.com,826-455-0976,Jun-24,USD,"1,180","5,762",20.48%,1.56,1838.91,122,15.07,10.34%,18.04%,11.13%
ExtremeRE.com,447-741-2776,Jun-24,USD,960,"5,743",16.72%,1.04,999.62,125,8,13.02%,12.01%,4.74%
FerrariHomeGroup.com,561-327-8598,Jun-24,USD,"1,131","14,452",7.83%,1.66,1874.93,114,16.45,10.08%,< 10%,7.33%
FindAFloridaHouse.com,702-506-5617,Jun-24,USD,507,"4,829",10.50%,0.99,499.96,52,9.61,10.26%,< 10%,10.15%
FindAHomeInSiouxFalls.com,483-823-9911,Jun-24,USD,"1,248","19,914",6.27%,1.6,1999.61,90.02,22.21,7.21%,15.97%,13.87%
FindEdmontonHomes.ca,126-234-7721,Jun-24,USD,"1,023","12,047",8.49%,0.29,300.04,104,2.89,10.17%,< 10%,10.33%
FindHome.ms,887-987-3635,Jun-24,USD,"1,015","29,264",3.47%,0.98,999.76,109,9.17,10.74%,13.62%,5.39%
FindingHomeLasVegas.com,319-674-7815,Jun-24,USD,585,"8,554",6.84%,1.28,751.16,58,12.95,9.91%,< 10%,10.17%
FindingLasVegasHomeListings.com,483-552-1356,Jun-24,USD,249,"2,040",12.21%,1.55,385,24,16.04,9.64%,< 10%,11.47%
FindYourCHSHome.com,584-323-7009,Jun-24,USD,189,"1,221",15.48%,1.32,249.14,15,16.61,7.94%,29.65%,8.31%
Florida-Keys.realestate,244-934-8796,Jun-24,USD,"1,250","8,191",15.26%,0.64,799.82,152,5.26,12.16%,16.03%,10.05%
FloridaCondoFinder.com,501-313-4109,Jun-24,USD,"1,838","13,137",13.99%,1.41,2599.15,186,13.97,10.12%,< 10%,9.30%
FloridaPropertySearch.com,177-192-3543,Jun-24,USD,147,"1,347",10.91%,1.51,222.17,16,13.89,10.88%,< 10%,25.27%
FloridaRealEstateCentral.com/ / TheMarganonGroup.com,555-069-6000,Jun-24,USD,"1,464","14,152",10.34%,1.23,1799.9,153,11.76,10.45%,< 10%,9.61%
FluxRealty.ca,876-553-0691,Jun-24,CAD,"1,448","11,064",13.09%,1,1451.35,105,13.82,7.25%,15.07%,45.98%
ForSaleInCedarCity.com,832-635-7176,Jun-24,USD,142,657,21.61%,1.29,183.37,17,10.79,11.97%,10.81%,5.91%
Fort-McMurray-Real-Estate.ca,377-772-8562,Jun-24,USD,570,"2,873",19.84%,1.16,661.48,50,13.23,8.77%,41.26%,11.32%
FortMyersRealEstate.com / EquityRealty.com,903-982-5633,Jun-24,USD,"4,127","35,702",11.56%,1.45,5999.77,318.33,18.85,7.71%,10.90%,8.59%
FourPointsRealtyCo.com,630-570-4337,Jun-24,USD,461,"7,888",5.84%,1.08,499.42,41,12.18,8.89%,< 10%,14.59%
FoxesSellFaster.com,584-449-5837,Jun-24,USD,"1,107","5,783",19.14%,1.81,1999.58,78,25.64,7.05%,< 10%,5.21%
Frank4RE.com,884-584-7325,Jun-24,USD,263,"2,377",11.06%,3.83,1008.54,31,32.53,11.79%,22.42%,15.27%
FreedomRealEstateSpokane.com,184-805-0442,Jun-24,USD,"1,361","14,930",9.12%,1.47,2000.41,82,24.4,6.02%,13.25%,9.84%
Fritzrealtygroup.com,182-883-9270,Jun-24,USD,261,"2,368",11.02%,1.33,346.53,16,21.66,6.13%,< 10%,14.71%
GarryNeevesRealEstate.com / PreiningerPropertyGroup.com /  Garryneeves.com,782-703-4735,Jun-24,USD,180,"1,140",15.79%,1.58,284.25,16,17.77,8.89%,< 10%,6.44%
GaryZendejas.com,208-992-6399,Jun-24,USD,781,"8,414",9.28%,1,782.98,53,14.77,6.79%,< 10%,9.28%
GettyGroup.ca,195-533-8994,Jun-24,CAD,"2,162","19,613",11.02%,1.16,2500.97,199,12.57,9.20%,< 10%,10.20%
GForceTeam.com,424-257-5288,Jun-24,USD,405,"4,057",9.98%,1.23,498.58,37,13.48,9.14%,< 10%,8.24%
GileGroup.com,105-583-5321,Jun-24,USD,448,"2,468",18.15%,1.34,599.85,45,13.33,10.04%,< 10%,9.42%
GoganTeam.com / SoldByGogan.com,620-162-2333,Jun-24,USD,"1,912","28,926",6.61%,1.57,3001.12,151,19.87,7.90%,< 10%,10.92%
GoldCountryModern.com / BayAreaModern.com,541-538-8842,Jun-24,USD,624,"11,845",5.27%,0.96,599.03,72,8.32,11.54%,13.45%,16.01%
GonzalesEquityGroup.com,498-594-3243,Jun-24,USD,527,"3,333",15.81%,1.9,999.55,47,21.27,8.92%,< 10%,13.30%
GoTripleCrown.com,969-512-5088,Jun-24,USD,695,"9,546",7.28%,1.44,997.91,59,16.91,8.49%,29.59%,9.71%
GrahamTeam.com,784-140-2041,Jun-24,USD,982,"5,190",18.92%,2.04,1999.6,122,16.39,12.42%,17.02%,8.41%
GreatLifeFL.com,257-643-0678,Jun-24,USD,321,"6,742",4.76%,1.56,500.06,18,27.78,5.61%,12.91%,15.42%
GreySq.com,992-883-9825,Jun-24,USD,690,"8,442",8.17%,1.45,999.59,49,20.4,7.10%,< 10%,11.55%
GTTHomes.com,247-669-9952,Jun-24,USD,639,"8,093",7.90%,1.56,999.55,54,18.51,8.45%,< 10%,10.19%
GulfCoastHomeGuide.com,724-762-8848,Jun-24,USD,703,"3,682",19.09%,1.42,999.81,77,12.98,10.95%,< 10%,6.94%
HalifaxMetroHomes.com,888-712-4341,Jun-24,CAD,131,"1,194",10.97%,1.07,140.15,11,12.74,8.40%,12.91%,18.69%
HamiltonCountyHomesForSale.com,887-558-3274,Jun-24,USD,670,"6,658",10.06%,0.71,474.65,58,8.18,8.66%,< 10%,10.93%
HarperHomes.com,264-992-9950,Jun-24,USD,532,"3,118",17.06%,1.73,920.92,34,27.09,6.39%,< 10%,11.87%
HartRES.com,340-827-9376,Jun-24,USD,242,"3,449",7.02%,1.24,299.87,12,24.99,4.96%,< 10%,16.03%
HauptRealty.com,666-518-4127,Jun-24,USD,"1,254","5,817",21.56%,0.8,1000.29,129,7.75,10.29%,< 10%,9.30%
HeidiFuchs.com,186-663-9305,Jun-24,USD,347,"1,663",20.87%,1.45,503.07,33,15.24,9.51%,< 10%,6.96%
HensonCoastalProperties.co,894-610-4897,Jun-24,USD,714,"4,518",15.80%,1.47,1051.46,89,11.81,12.46%,< 10%,11.71%
